,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex
45,BAZA Development,developer,https://ekb.cian.ru/sale/flat/294090771/,Екатеринбург,sale,flat,14,29,4,98.9,-1,0,17583280,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","24,1 м²","20,2 м²",73432260927,, Шаумяна,11,Чкаловская,Дом 
46,ДОБРОДЕЛ ВИЗ,real_estate_agent,https://ekb.cian.ru/sale/flat/308275661/,Екатеринбург,sale,flat,9,9,4,77.4,-1,0,10000000,1990,-1,-1,-1,-1,43 м²,10 м²,79126706981,Чкаловский,бульвар Самоцветный,6,Ботаническая,
47,ID 43627575,realtor,https://ekb.cian.ru/sale/flat/304997173/,Екатеринбург,sale,flat,4,10,4,125.0,-1,0,17800000,2009,-1,-1,-1,-1,73 м²,"14,3 м²",79126711450,Центр, Мичурина,99,Площадь 1905 года,
48,Практика,developer,https://ekb.cian.ru/sale/flat/309227959/,Екатеринбург,sale,flat,30,30,4,126.2,-1,0,21100000,2026,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая, чистовая",-1,-1,73432267578,Орджоникидзевский,проспект Космонавтов,100,Проспект Космонавтов,Настоящий
49,РЕПУТАЦИЯ,real_estate_agent,https://ekb.cian.ru/sale/flat/301306179/,Екатеринбург,sale,flat,2,9,4,64.3,-1,0,3690000,1979,-1,-1,-1,-1,40 м²,9 м²,79827016414,Октябрьский, Прибалтийская,33,Геологическая,
50,Априори-Недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/309383770/,Екатеринбург,sale,flat,3,12,4,96.6,-1,0,14100000,2002,-1,-1,-1,-1,80 м²,12 м²,79623860784,Кировский, Уральская,77,Динамо,
51,АТОМ,developer,https://ekb.cian.ru/sale/flat/304054517/,Екатеринбург,sale,flat,2,15,4,116.16,-1,0,17450000,2026,-1,"Монолитно-кирпичный, монолитный, кирпичный",-1,"Предчистовая, чистовая","49,5 м²","19,5 м²",73432261798,Орджоникидзевский,,,Уралмаш,Северное Сияние ЖК
52,Унистрой,developer,https://ekb.cian.ru/sale/flat/301052697/,Екатеринбург,sale,flat,25,27,4,129.4,-1,0,18480000,2025,-1,-1,-1,Предчистовая,"66,7 м²","33,9 м²",73432260974,Верх-Исетский,,,Площадь 1905 года,Риверсайд ЖК
53,ОбменКвартир,real_estate_agent,https://ekb.cian.ru/sale/flat/307713289/,Екатеринбург,sale,flat,2,10,4,113.1,-1,0,16900000,1996,-1,-1,-1,-1,"75,9 м²","13,5 м²",79126805862,Центр, Шейнкмана,120,Геологическая,
54,ID 119687601,homeowner,https://ekb.cian.ru/sale/flat/305245036/,Екатеринбург,sale,flat,18,18,4,114.82,-1,0,29990000,2016,-1,-1,-1,-1,"63,9 м²","16,2 м²",79827323645,Верх-Исетский, Татищева,47А,,
55,Правобережный,developer,https://ekb.cian.ru/sale/flat/307827594/,Екатеринбург,sale,flat,27,27,4,91.59,-1,0,12089880,2026,-1,-1,-1,Чистовая,"52,3 м²","10,8 м²",73432260849,Орджоникидзевский,,,Проспект Космонавтов,Мир Труд Май ЖК
56,Уральский дом недвижимости,real_estate_agent,https://ekb.cian.ru/sale/flat/306149214/,Екатеринбург,sale,flat,12,19,4,103.1,-1,0,12900000,2009,-1,-1,-1,-1,50 м²,26 м²,79826003855,Ленинский, Краснолесья,24,Чкаловская,
57,Уральский Дом Недвижимости,real_estate_agent,https://ekb.cian.ru/sale/flat/308974158/,Екатеринбург,sale,flat,6,7,4,141.0,-1,0,29800000,2006,-1,-1,-1,-1,"85,3 м²","18,1 м²",79122803998,Центр, Красноармейская,66,Геологическая,
58,Унистрой,developer,https://ekb.cian.ru/sale/flat/301023127/,Екатеринбург,sale,flat,25,27,4,125.8,-1,0,17196000,2025,-1,-1,-1,Предчистовая,"55,4 м²","38,3 м²",73432260974,Верх-Исетский,,,Площадь 1905 года,Риверсайд ЖК
59,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/308594080/,Екатеринбург,sale,flat,5,5,4,61.2,-1,0,5000000,1977,-1,-1,-1,-1,"45,7 м²","5,5 м²",79826344078,Железнодорожный, Кишиневская,54,Уральская,
60,Миэль Офис в Екатеринбурге,real_estate_agent,https://ekb.cian.ru/sale/flat/308424234/,Екатеринбург,sale,flat,3,9,4,110.0,-1,0,13000000,1980,-1,-1,-1,-1,71 м²,30 м²,79068026107,Верх-Исетский, Папанина,9,Динамо,
61,Железно,developer,https://ekb.cian.ru/sale/flat/307319157/,Екатеринбург,sale,flat,7,7,4,107.0,-1,0,14510043,2025,-1,"Монолитно-кирпичный, кирпичный",-1,"Предчистовая, чистовая",63 м²,-1,73432267491,,,,Чкаловская,Лес ЖК
62,Жизнь,real_estate_agent,https://ekb.cian.ru/sale/flat/308589200/,Екатеринбург,sale,flat,2,5,4,87.0,-1,0,10980000,1966,-1,-1,-1,-1,50 м²,16 м²,79126098892,Центр, Бажова,162,Геологическая,
63,Удачное,real_estate_agent,https://ekb.cian.ru/sale/flat/306033528/,Екатеринбург,sale,flat,5,6,4,130.4,-1,0,14990000,1994,-1,-1,-1,-1,-1,28 м²,79126928867,Центр, Степана Разина,24,Геологическая,
64,Золотая рыбка Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/300731298/,Екатеринбург,sale,flat,1,16,4,83.7,-1,0,10500000,1993,-1,-1,-1,-1,"50,7 м²","9,2 м²",79676508931,Центр, Шейнкмана,102,Геологическая,
65,ID 60168500,homeowner,https://ekb.cian.ru/sale/flat/292603704/,Екатеринбург,sale,flat,8,12,4,100.0,-1,0,16999999,2012,-1,-1,-1,-1,65 м²,10 м²,79826108071,, Циолковского,34,Чкаловская,
66,BAZA Development,developer,https://ekb.cian.ru/sale/flat/295455546/,Екатеринбург,sale,flat,9,29,4,107.8,-1,0,16848078,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","44,6 м²",23 м²,73432260927,, Шаумяна,11,Чкаловская,Дом 
67,РЕПУТАЦИЯ,real_estate_agent,https://ekb.cian.ru/sale/flat/304988755/,Екатеринбург,sale,flat,13,18,4,120.5,-1,0,14750000,2010,-1,-1,-1,-1,72 м²,"11,1 м²",79826415466,Орджоникидзевский, Кузнецова,21,Уралмаш,
68,WILLDOM,real_estate_agent,https://ekb.cian.ru/sale/flat/305216676/,Екатеринбург,sale,flat,6,9,4,137.0,-1,0,11800000,1981,-1,-1,-1,-1,80 м²,"10,5 м²",79827202262,Октябрьский, Восточная,162Б,Геологическая,
69,Железно,developer,https://ekb.cian.ru/sale/flat/307319166/,Екатеринбург,sale,flat,2,8,4,133.0,-1,0,14646603,2025,-1,"Монолитно-кирпичный, кирпичный",-1,"Предчистовая, чистовая",68 м²,-1,73432267491,,,,Чкаловская,Лес ЖК
70,Бюро недвижимости,real_estate_agent,https://ekb.cian.ru/sale/flat/299234439/,Екатеринбург,sale,flat,2,4,4,66.0,-1,0,6750000,-1,-1,-1,-1,-1,"49,9 м²","5,9 м²",79826514147,Орджоникидзевский, Краснофлотцев,6,Уралмаш,
71,ID 23641873,realtor,https://ekb.cian.ru/sale/flat/309140459/,Екатеринбург,sale,flat,4,9,4,63.5,-1,0,6500000,-1,-1,-1,-1,-1,"42,7 м²","6,7 м²",79122624658,Кировский, 40-летия Комсомола,22,Геологическая,
72,Астра,developer,https://ekb.cian.ru/sale/flat/294827327/,Екатеринбург,sale,flat,24,30,4,95.3,-1,0,16343950,2025,-1,-1,-1,Предчистовая,-1,"25,5 м²",73432261783,Верх-Исетский,ВИЗ жилрайон,,Площадь 1905 года,Даблхаус 1:1 ЖК
73,Жизнь,real_estate_agent,https://ekb.cian.ru/sale/flat/309069627/,Екатеринбург,sale,flat,6,14,4,196.4,-1,0,28200000,2009,-1,-1,-1,-1,-1,"20,1 м²",79826942368,Центр, Маршала Жукова,13,Площадь 1905 года,
74,Макромир Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/307987797/,Екатеринбург,sale,flat,2,9,4,78.5,-1,0,6990000,-1,-1,-1,-1,-1,51 м²,8 м²,79193920670,Кировский, Новгородцевой,7,Геологическая,
75,BAZA Development,developer,https://ekb.cian.ru/sale/flat/305380581/,Екатеринбург,sale,flat,3,29,4,110.76,-1,0,18186792,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая",-1,-1,73432260927,, Шаумяна,11,Чкаловская,Дом 
76,Елена Афанасьева,realtor,https://ekb.cian.ru/sale/flat/305920250/,Екатеринбург,sale,flat,10,10,4,152.4,-1,0,19400000,1995,-1,-1,-1,-1,"111,2 м²","14,4 м²",79120504969,Октябрьский, Мичурина,239,Геологическая,
77,Ориентир. Недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/293288126/,Екатеринбург,sale,flat,4,5,4,76.9,-1,0,6950000,1993,-1,-1,-1,-1,51 м²,8 м²,79193807550,Кировский, Александровская,4,Машиностроителей,
78,Страна Девелопмент,developer,https://ekb.cian.ru/sale/flat/306449747/,Екатеринбург,sale,flat,15,32,4,68.3,-1,0,10790000,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, черновая, чистовая, чистовая с мебелью","45,5 м²","16,1 м²",73432261784,Октябрьский,Жилой комплекс Сибирский сад,,Ботаническая,Сибирский сад
80,Ярмарка,real_estate_agent,https://ekb.cian.ru/sale/flat/297501425/,Екатеринбург,sale,flat,9,14,4,138.4,-1,0,14210000,2005,-1,-1,-1,-1,71 м²,39 м²,79827006258,Чкаловский, Щербакова,39,Ботаническая,
81,,,https://ekb.cian.ru/sale/flat/309674649/,Екатеринбург,sale,flat,2,29,4,123.9,-1,0,30975000,2026,-1,-1,-1,-1,-1,-1,78003330393,Кировский,переулок Отдельный,5,Площадь 1905 года,"Отдельный, 5"
82,Новосёл-Коммерц,real_estate_agent,https://ekb.cian.ru/sale/flat/299360827/,Екатеринбург,sale,flat,16,16,4,173.0,-1,0,39990000,2023,-1,-1,-1,-1,85 м²,40 м²,79122115886,Октябрьский,Южный жилрайон,,Геологическая,
83,Вселенная,real_estate_agent,https://ekb.cian.ru/sale/flat/306140583/,Екатеринбург,sale,flat,8,17,4,90.0,-1,0,13950000,-1,-1,-1,-1,-1,-1,-1,79826874537,, Академика Парина,40/2,Геологическая,
84,Капитал,real_estate_agent,https://ekb.cian.ru/sale/flat/301292148/,Екатеринбург,sale,flat,11,18,4,123.0,-1,0,25900000,2022,-1,-1,-1,-1,75 м²,42 м²,79122339758,Железнодорожный, Печерская,4,Динамо,Квартал На Некрасова
85,Александр Морозов,realtor,https://ekb.cian.ru/sale/flat/309160054/,Екатеринбург,sale,flat,4,9,4,82.0,-1,0,8700000,-1,-1,-1,-1,-1,-1,-1,79655311571,Октябрьский, Восточная,23,,
86,Агентство Ипотечное ЕКБ,real_estate_agent,https://ekb.cian.ru/sale/flat/298735586/,Екатеринбург,sale,flat,8,9,4,74.1,-1,0,6590000,1973,-1,-1,-1,-1,-1,-1,79126012293,Орджоникидзевский, Бакинских Комиссаров,58,Проспект Космонавтов,
87,Новый ориентир,real_estate_agent,https://ekb.cian.ru/sale/flat/308779452/,Екатеринбург,sale,flat,14,16,4,102.6,-1,0,8300000,1995,-1,-1,-1,-1,58 м²,"10,5 м²",79826415131,Верх-Исетский, Металлургов,52,Геологическая,
88,РЕПУТАЦИЯ,real_estate_agent,https://ekb.cian.ru/sale/flat/302016652/,Екатеринбург,sale,flat,3,10,4,107.0,-1,0,12700000,2000,-1,-1,-1,-1,62 м²,12 м²,79122513762,Железнодорожный, Надеждинская,20,Уралмаш,
89,ID 116728503,homeowner,https://ekb.cian.ru/sale/flat/302197052/,Екатеринбург,sale,flat,6,9,4,64.0,-1,0,6100000,1973,-1,-1,-1,-1,42 м²,7 м²,79826205827,Ленинский, Начдива Онуфриева,30,Чкаловская,
90,Гармония Вашего Дома,real_estate_agent,https://ekb.cian.ru/sale/flat/309036270/,Екатеринбург,sale,flat,1,5,4,71.1,-1,0,9980000,1935,-1,-1,-1,-1,"54,7 м²","7,1 м²",79826207527,Центр, 8 Марта,78А,Геологическая,
91,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/305398747/,Екатеринбург,sale,flat,6,19,4,133.6,-1,0,23400000,1998,-1,-1,-1,-1,"108,6 м²",20 м²,79126023293,Центр, Маршала Жукова,10,Площадь 1905 года,
92,Яна Вышинская,realtor,https://ekb.cian.ru/sale/flat/306004902/,Екатеринбург,sale,flat,11,25,4,162.7,-1,0,45000000,2009,-1,-1,-1,-1,62 м²,35 м²,79827510244,Верх-Исетский, Юмашева,11,Площадь 1905 года,
93,ID 115156681,realtor,https://ekb.cian.ru/sale/flat/300577062/,Екатеринбург,sale,flat,23,24,4,137.0,-1,0,47328000,2005,-1,-1,-1,-1,90 м²,17 м²,79827510097,Верх-Исетский, Московская,70,Геологическая,
94,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/306966849/,Екатеринбург,sale,flat,2,8,4,178.0,-1,0,39500000,-1,-1,-1,-1,-1,112 м²,17 м²,79826514649,Центр, Мамина-Сибиряка,126,Геологическая,
95,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/308751397/,Екатеринбург,sale,flat,2,7,4,114.0,-1,0,11490000,2009,-1,-1,-1,-1,-1,6 м²,79826415162,Ленинский, Чкалова,248,Чкаловская,
96,Анна Мэй,realtor,https://ekb.cian.ru/sale/flat/302536929/,Екатеринбург,sale,flat,2,34,4,86.5,-1,0,16790000,2021,-1,-1,-1,-1,51 м²,"14,4 м²",79827322495,, Цвиллинга,7А/2,Чкаловская,Парковый квартал
97,ID 539230,unknown,https://ekb.cian.ru/sale/flat/305436537/,Екатеринбург,sale,flat,4,5,4,73.5,-1,0,5300000,-1,-1,-1,-1,-1,-1,"6,7 м²",79126639161,Чкаловский, Профсоюзная,81,Ботаническая,
98,НОВОСЁЛ,real_estate_agent,https://ekb.cian.ru/sale/flat/288794636/,Екатеринбург,sale,flat,1,9,4,93.0,-1,0,7190000,1985,-1,-1,-1,-1,65 м²,8 м²,79826874264,Железнодорожный, Билимбаевская,33,Уралмаш,
99,САМОЛЁТ ПЛЮС ЕКАТЕРИНБУРГ,real_estate_agent,https://ekb.cian.ru/sale/flat/304836373/,Екатеринбург,sale,flat,3,12,4,102.6,-1,0,10500000,2004,-1,-1,-1,-1,64 м²,"9,5 м²",79090306139,Железнодорожный, Техническая,67,Уральская,
100,Новосёл,real_estate_agent,https://ekb.cian.ru/sale/flat/307986846/,Екатеринбург,sale,flat,5,5,4,60.0,-1,0,3990000,1980,-1,-1,-1,-1,44 м²,6 м²,79122516547,Кировский, Мурзинская,28А,Машиностроителей,
101,ДОБРОДЕЛ ЭЛЬМАШ,real_estate_agent,https://ekb.cian.ru/sale/flat/308323888/,Екатеринбург,sale,flat,1,9,4,74.2,-1,0,5500000,1973,-1,-1,-1,-1,50 м²,"6,5 м²",79090307052,Орджоникидзевский, Бакинских Комиссаров,58,Проспект Космонавтов,
